model,critical_length,minimal_number_of_queries,non_trivial_critical_pairs,non_trivial_deduced_critical_pairs
model111248.csv,13,6,5,1
model24685.csv,14,7,7,1
model67453.csv,15,8,7,1
model19000.csv,12,6,4,2
model86652.csv,15,8,6,1
model113910.csv,17,9,9,1
model53475.csv,17,6,9,5
model74033.csv,18,6,9,4
model19581.csv,16,8,10,4
model58007.csv,14,8,7,1
model8867.csv,12,7,6,1
model98161.csv,15,6,8,3
model95888.csv,14,7,6,2
model51819.csv,14,6,7,2
model38756.csv,15,7,7,2
model48578.csv,13,6,5,2
model57940.csv,14,6,7,2
model15153.csv,12,7,5,1
model119137.csv,16,8,9,2
model109940.csv,13,6,6,2
model50872.csv,14,8,7,2
model87158.csv,15,8,6,2
model116046.csv,14,7,7,2
model50027.csv,17,9,9,3
model51491.csv,12,6,6,1
model55095.csv,16,8,9,2
model53648.csv,15,7,7,2
model24819.csv,12,8,7,1
model82483.csv,14,6,6,2
model110592.csv,15,9,7,1
model105880.csv,15,6,7,3
model74574.csv,15,7,6,2
model78110.csv,16,8,8,2
model3838.csv,12,8,6,2
model71406.csv,14,7,7,2
model35187.csv,13,8,7,1
model94216.csv,19,9,10,2
model54610.csv,18,6,10,4
model21296.csv,14,8,7,2
model86102.csv,12,6,3,1
model74734.csv,16,6,7,3
model105651.csv,15,7,7,2
model49634.csv,12,7,4,1
model97685.csv,14,6,6,1
model84011.csv,15,8,7,2
model94051.csv,17,8,8,2
model41653.csv,14,7,6,3
model119139.csv,16,7,9,3
model44223.csv,15,7,8,4
model46331.csv,12,6,5,1
model112356.csv,16,7,8,2
model35784.csv,15,7,8,2
model67934.csv,16,7,7,2
model61133.csv,13,7,5,1
model11809.csv,13,8,5,1
model47818.csv,15,9,7,1
model119241.csv,16,7,9,3
model79078.csv,15,8,7,2
model73320.csv,14,7,5,1
model56697.csv,13,7,6,2
model68576.csv,13,6,4,1
model46248.csv,15,8,7,1
model85679.csv,17,8,9,3
model86653.csv,15,7,6,1
model26074.csv,12,7,6,2
model103538.csv,13,7,6,2
model81865.csv,14,7,7,1
model27622.csv,14,7,7,2
model91240.csv,14,6,5,3
model16691.csv,14,6,6,1
model20138.csv,15,8,7,2
model12360.csv,12,7,6,2
model111485.csv,16,6,8,4
model14346.csv,14,7,6,3
model34802.csv,13,7,8,1
model36437.csv,18,7,11,4
model109738.csv,16,6,8,3
model33200.csv,11,7,6,1
model73009.csv,15,9,6,1
model9149.csv,12,6,5,1
model46254.csv,15,8,7,1
model35813.csv,15,8,8,2
model72291.csv,16,6,8,3
model82823.csv,18,8,10,4
model97368.csv,12,6,5,2
model15314.csv,13,8,7,2
model121456.csv,18,6,11,5
model62002.csv,13,7,5,1
model3949.csv,13,8,7,1
model19843.csv,14,7,7,2
model30235.csv,13,6,7,3
model72322.csv,15,7,7,2
model83506.csv,15,7,7,1
model3938.csv,13,8,7,1
model113956.csv,14,6,6,1
model2626.csv,12,8,7,1
model94225.csv,17,10,8,1
model31205.csv,13,7,7,2
model103150.csv,14,7,6,1
model24711.csv,15,7,8,2
model59392.csv,13,8,5,1
model102197.csv,15,7,8,3
model84143.csv,12,6,5,1
model25586.csv,13,8,7,2
model109172.csv,15,6,7,2
model119624.csv,18,7,11,5
model4559.csv,11,6,4,1
model105221.csv,16,10,8,1
model59697.csv,11,6,3,1
model82801.csv,15,6,7,2
model9120.csv,13,7,6,2
model107703.csv,17,7,9,3
model36630.csv,11,6,4,1
model93286.csv,18,10,9,1
model42634.csv,14,8,6,1
model78065.csv,14,7,7,2
model103864.csv,15,7,7,3
model46529.csv,14,7,6,1
model7015.csv,15,6,8,5
model103328.csv,14,6,6,2
model103404.csv,16,8,8,3
model64116.csv,14,6,7,2
model98430.csv,13,7,6,1
model72076.csv,17,7,8,2
model71608.csv,13,6,5,2
model82575.csv,15,6,7,3
model95013.csv,18,8,9,3
model69511.csv,14,6,6,2
model46712.csv,15,8,7,1
model113942.csv,14,6,6,2
model101085.csv,15,7,7,2
model96203.csv,15,7,7,2
model20470.csv,15,8,7,3
model91733.csv,13,6,5,2
model68330.csv,15,7,6,2
model116190.csv,15,8,8,1
model23085.csv,14,8,6,1
model38866.csv,12,7,4,1
model22768.csv,15,6,7,4
model93765.csv,17,8,8,2
model112088.csv,15,6,7,3
model25349.csv,15,8,8,1
model24136.csv,11,6,4,1
model116705.csv,14,7,7,1
model51119.csv,14,6,7,3
model7075.csv,14,8,7,2
model8099.csv,10,6,5,1
model27451.csv,11,5,6,2
model43225.csv,13,6,7,3
model26786.csv,15,10,9,2
model74063.csv,15,6,6,1
model110769.csv,17,8,9,2
model108042.csv,18,8,10,3
model80214.csv,16,8,9,2
model117061.csv,13,8,6,1
model118674.csv,14,6,7,3
model37504.csv,12,6,5,1
model62240.csv,15,6,7,2
model14079.csv,13,7,5,1
model36943.csv,14,7,7,1
model45925.csv,12,6,4,1
model117692.csv,15,8,8,1
model120104.csv,20,10,13,3
model75485.csv,15,6,7,2
model49759.csv,15,8,7,1
model107807.csv,12,6,4,2
model104610.csv,14,6,6,2
model113546.csv,18,11,10,1
model26945.csv,14,7,9,3
model58381.csv,12,6,6,1
model22970.csv,16,6,8,4
model22674.csv,14,7,6,1
model45403.csv,15,6,7,4
model96540.csv,17,6,9,4
model12123.csv,12,6,4,2
model116057.csv,12,6,5,1
model99271.csv,12,7,4,1
model54404.csv,14,7,7,2
model87596.csv,15,8,6,1
model122149.csv,16,6,9,3
model102045.csv,13,7,5,2
model78206.csv,14,8,8,2
model64910.csv,12,7,4,1
model53769.csv,11,6,4,2
model91594.csv,15,6,6,2
model40753.csv,12,7,4,1
model5587.csv,12,7,5,2
model114115.csv,17,6,9,4
model25006.csv,9,6,3,1
model113281.csv,16,8,8,2
model44330.csv,16,6,8,4
model73108.csv,15,8,7,1
model32575.csv,14,6,7,2
model124027.csv,13,6,7,1
model24593.csv,16,6,8,3
model90157.csv,16,9,7,2
model117546.csv,14,6,7,2
model66480.csv,15,8,6,1
model8685.csv,14,7,8,2
model23436.csv,15,6,7,3
model14511.csv,15,7,7,3
model36840.csv,13,6,6,2
model118559.csv,15,8,8,1
model24588.csv,17,10,9,1
model91496.csv,17,7,8,3
model119910.csv,16,8,9,2
model85791.csv,12,8,3,1
model87545.csv,14,6,6,2
model37138.csv,17,10,10,2
model33645.csv,12,7,6,1
model94091.csv,17,6,8,4
model114707.csv,17,7,10,4
model112999.csv,16,8,8,1
model57449.csv,13,7,6,1
model79700.csv,16,6,8,3
model35186.csv,13,6,7,2
model104607.csv,14,7,6,1
model42885.csv,13,8,5,1
model49544.csv,15,6,7,3
model100122.csv,13,7,6,1
model88654.csv,17,10,9,1
model97429.csv,14,8,6,1
model29724.csv,14,7,8,3
model20383.csv,17,9,9,1
model122521.csv,18,10,12,2
model110962.csv,13,8,5,1
model92160.csv,15,9,7,1
model72916.csv,14,6,6,2
model35285.csv,11,6,5,1
model51000.csv,13,7,6,2
model66033.csv,14,6,5,2
model12501.csv,15,10,8,1
model101015.csv,18,9,10,2
model57674.csv,17,9,10,2
model49208.csv,18,9,10,3
model95490.csv,17,6,9,4
model56356.csv,16,7,9,3
model118556.csv,16,7,9,3
model99285.csv,13,7,5,1
model104409.csv,15,9,7,1
model65751.csv,16,7,7,1
model26614.csv,14,9,8,1
model62607.csv,13,6,5,1
model93966.csv,17,7,8,4
model80553.csv,14,6,7,2
model95153.csv,18,8,9,2
model7915.csv,13,7,7,3
model78931.csv,12,7,5,1
model73702.csv,14,6,5,2
model37209.csv,15,6,8,3
model4937.csv,14,8,7,2
model52895.csv,13,7,5,1
model42057.csv,14,7,6,1
model21431.csv,12,7,5,1
model98542.csv,12,6,5,1
model58244.csv,13,8,7,1
model16972.csv,13,6,6,2
model50754.csv,13,6,6,2
model74384.csv,15,7,7,2
model48736.csv,14,6,6,1
model70523.csv,15,7,7,1
model81268.csv,14,8,7,2
model106347.csv,15,6,7,3
model54655.csv,15,6,7,2
model76338.csv,14,7,5,2
model16002.csv,15,6,7,3
model118481.csv,15,9,8,1
model27680.csv,15,7,9,3
model112681.csv,14,7,6,1
model30172.csv,14,8,8,3
model39390.csv,13,7,6,2
model8018.csv,11,7,5,1
model39191.csv,17,7,9,2
model20721.csv,15,10,7,1
model71872.csv,16,7,7,3
model80398.csv,14,9,6,1
model21921.csv,16,9,8,1
model100951.csv,15,6,7,2
model45942.csv,15,8,7,1
model117200.csv,12,7,5,1
model107722.csv,17,9,9,2
model100889.csv,15,7,7,2
model5617.csv,13,6,6,2
model27424.csv,11,6,6,1
model121432.csv,17,7,10,3
model44981.csv,14,8,7,1
model20350.csv,15,8,7,1
model47572.csv,16,6,9,5
model48908.csv,13,6,5,2
model15408.csv,14,6,7,4
model48278.csv,15,7,7,2
model70601.csv,14,6,6,2
model76485.csv,14,6,5,1
model120631.csv,17,6,10,5
model43934.csv,14,8,7,1
model93152.csv,18,7,9,2
model48473.csv,17,9,9,2
model60375.csv,13,6,5,1
model26816.csv,14,7,8,3
model23533.csv,16,8,8,2
model28431.csv,13,7,7,3
model122696.csv,15,6,9,3
model72173.csv,13,6,5,1
model65355.csv,13,7,5,2
model89893.csv,12,6,3,2
model75500.csv,13,7,4,1
model43314.csv,13,7,7,3
model23907.csv,15,6,7,3
model103339.csv,14,7,6,2
model84614.csv,17,8,10,2
model108095.csv,13,6,5,1
model100056.csv,14,6,6,2
model82403.csv,15,6,7,3
model71284.csv,18,11,11,1
model85934.csv,14,6,5,1
model29028.csv,17,9,10,3
model25378.csv,14,7,8,2
model79283.csv,13,6,6,2
model23362.csv,15,6,7,3
model7680.csv,13,7,8,2
model2407.csv,14,8,7,2
model48324.csv,15,6,7,4
model66224.csv,15,7,6,1
model16043.csv,14,8,6,2
model49902.csv,14,7,7,2
model16698.csv,12,7,5,2
model22620.csv,14,7,7,1
model61862.csv,14,7,6,1
model97531.csv,17,6,9,4
model50266.csv,14,6,6,2
model36764.csv,13,6,6,2
model72937.csv,14,7,5,1
model82323.csv,16,8,8,1
model39476.csv,13,7,6,2
model42523.csv,14,7,7,1
model60905.csv,15,6,7,2
model54488.csv,17,9,9,2
model79083.csv,14,7,6,2
model111577.csv,15,7,7,2
model54686.csv,13,6,6,1
model121025.csv,17,8,10,3
model99350.csv,13,7,5,2
model89821.csv,14,8,6,1
model95547.csv,18,7,10,4
model104753.csv,13,7,5,2
model47247.csv,15,6,7,4
model31202.csv,13,7,7,2
model58962.csv,13,8,5,1
model93359.csv,15,6,6,1
model82060.csv,16,7,8,3
model49589.csv,16,7,8,3
model49770.csv,16,7,8,2
model111427.csv,13,6,5,2
model76221.csv,15,7,6,2
model13464.csv,15,6,7,3
model33443.csv,12,6,6,2
model89628.csv,18,6,9,4
model88952.csv,12,7,4,2
model76093.csv,14,6,5,1
model47163.csv,14,8,6,1
model2718.csv,13,7,7,2
model101078.csv,14,6,6,2
model7992.csv,11,6,6,1
model34481.csv,13,8,7,1
model13215.csv,14,8,6,1
model6093.csv,13,8,6,1
model25346.csv,14,9,7,1
model90576.csv,14,6,5,2
model91437.csv,14,9,5,1
model73331.csv,14,8,5,1
model45864.csv,11,6,4,2
model38487.csv,16,7,8,3
model89489.csv,15,6,6,2
model8295.csv,13,7,7,3
model13515.csv,17,6,9,5
model94176.csv,19,7,10,4
model54559.csv,16,6,8,4
model25093.csv,14,7,7,3
model95635.csv,17,8,9,2
model35082.csv,13,8,8,1
model122294.csv,17,7,11,4
model83718.csv,17,7,9,3
model96806.csv,17,8,9,3
model114176.csv,15,6,7,2
model108690.csv,15,6,7,2
model117501.csv,16,7,9,3
model15202.csv,12,6,5,2
model39580.csv,14,7,7,2
model52730.csv,18,10,10,1
model106581.csv,11,8,4,1
model49623.csv,12,7,5,1
model29688.csv,13,8,8,1
model44480.csv,11,6,4,1
model25930.csv,12,6,7,3
model57922.csv,15,8,8,2
model55758.csv,12,7,5,1
model92666.csv,15,8,6,1
model69662.csv,15,8,7,1
model50026.csv,17,9,9,3
model851.csv,13,7,7,3
model47031.csv,16,7,8,2
model25354.csv,11,6,5,2
model99819.csv,13,6,5,1
model29378.csv,12,7,6,2
model115725.csv,16,6,9,4
model69443.csv,16,7,8,3
model80441.csv,14,7,6,1
model25711.csv,14,7,8,3
model110088.csv,16,8,9,1
model11285.csv,9,7,2,1
model6324.csv,14,7,7,3
model107393.csv,15,8,7,1
model87125.csv,13,6,4,1
model70614.csv,14,6,6,3
model1771.csv,11,6,4,1
model44105.csv,15,8,7,2
model116584.csv,14,6,7,1
model92693.csv,14,6,5,1
model105965.csv,16,6,8,3
model56772.csv,13,7,6,1
model53124.csv,17,6,9,4
model84342.csv,16,8,8,2
model123054.csv,16,7,10,3
model108153.csv,14,6,6,1
model52065.csv,13,7,6,1
model78213.csv,13,7,7,2
model12362.csv,12,6,5,1
model106224.csv,13,6,5,1
model7668.csv,13,8,7,2
model83217.csv,14,8,6,1
model91850.csv,13,7,5,2
model26388.csv,12,6,5,3
model95699.csv,16,7,8,3
model29518.csv,13,8,7,2
model61367.csv,14,9,7,2
model106432.csv,15,6,7,3
model5662.csv,14,8,7,2
model116461.csv,16,6,9,5
model114608.csv,13,6,6,1
model70282.csv,14,6,6,2
model81988.csv,17,7,9,3
model18585.csv,13,6,5,2
model61062.csv,16,7,8,4
model105047.csv,14,7,6,2
model77211.csv,18,6,9,4
model2946.csv,13,6,8,4
model115669.csv,16,9,9,1
model5134.csv,11,7,4,1
model20596.csv,12,7,4,1
model47434.csv,17,8,9,3
model93215.csv,17,7,8,2
model75824.csv,17,8,8,2
model96886.csv,14,6,6,2
model119780.csv,14,7,7,2
model98973.csv,16,7,8,3
model36021.csv,13,7,6,1
model43128.csv,13,7,6,1
model36740.csv,11,6,4,1
model75502.csv,13,7,4,1
model9907.csv,14,7,7,2
model38949.csv,16,8,8,3
model119558.csv,16,6,9,4
model41965.csv,12,7,4,1
model109032.csv,15,6,7,2
model106703.csv,12,7,5,1
model44720.csv,13,7,6,1
model102383.csv,14,8,7,2
model46324.csv,13,8,6,1
model104744.csv,13,8,5,1
model119104.csv,15,7,8,2
model102034.csv,12,7,4,1
model17413.csv,12,6,5,1
model4961.csv,15,6,8,4
model115951.csv,13,6,6,2
model55574.csv,12,6,5,1
model112589.csv,18,10,10,2
model39946.csv,13,8,5,1
model104727.csv,13,7,5,1
model87741.csv,13,7,4,1
model90398.csv,14,6,6,2
model45260.csv,14,7,7,2
model89099.csv,18,11,9,2
model70694.csv,14,7,6,2
model82831.csv,17,7,9,3
model39861.csv,16,7,8,4
model109012.csv,16,6,8,3
model93502.csv,16,8,7,2
model69503.csv,14,6,6,2
model30985.csv,13,8,7,2
model102673.csv,14,8,7,2
model40714.csv,15,7,7,2
model21711.csv,15,7,7,3
model20532.csv,17,7,9,4
model68881.csv,17,6,8,3
model122933.csv,16,9,10,1
model102596.csv,14,6,7,3
model4366.csv,14,8,7,2
model33301.csv,10,6,5,1
model104751.csv,14,7,6,1
model78907.csv,15,8,7,1
model103921.csv,16,6,8,4
model107016.csv,14,6,7,2
model90970.csv,16,6,7,2
model41070.csv,18,6,10,5
model22483.csv,12,7,5,1
model96594.csv,14,9,6,1
model33057.csv,12,7,5,1
model51372.csv,15,7,8,2
model41010.csv,17,6,9,4
model106692.csv,12,6,5,1
model23753.csv,13,7,5,1
model119480.csv,12,7,5,1
model94170.csv,18,8,9,2
model80916.csv,13,6,7,3
model32285.csv,11,6,4,1
model35534.csv,13,7,6,1
model96853.csv,16,7,8,2
model21261.csv,15,6,7,2
model78445.csv,11,7,4,1
model36780.csv,12,7,5,1
model57591.csv,12,6,5,1
model38740.csv,16,8,8,2
model53493.csv,17,8,9,3
model7048.csv,15,6,8,4
model117439.csv,16,8,9,3
model32793.csv,16,9,9,2
model120387.csv,15,7,8,3
model78600.csv,12,6,4,1
model5001.csv,13,6,6,2
model9452.csv,14,7,7,1
model74664.csv,15,7,6,2
model24440.csv,12,6,5,1
model113118.csv,16,7,8,3
model107157.csv,15,8,8,1
model27912.csv,13,6,7,2
model101186.csv,13,6,5,1
model122322.csv,16,8,10,2
model42124.csv,12,6,4,1
model80489.csv,16,9,8,1
model103476.csv,15,8,7,1
model50098.csv,18,10,10,2
model47176.csv,16,6,8,4
model103008.csv,16,8,8,2
model19897.csv,13,6,6,2
model2787.csv,12,7,6,2
model14181.csv,13,6,6,1
model70760.csv,16,9,8,1
model113018.csv,13,6,5,1
model53103.csv,16,7,8,3
model43364.csv,11,7,3,1
model65944.csv,12,6,4,2
model46504.csv,16,6,8,4
model29594.csv,12,6,7,2
model66704.csv,17,8,8,1
model5404.csv,11,6,4,1
model5381.csv,12,7,5,1
model40649.csv,13,6,5,3
model62412.csv,13,7,6,1
model46053.csv,15,7,7,3
model71191.csv,14,7,7,1
model92436.csv,17,8,8,2
model103615.csv,14,7,6,1
model91068.csv,16,6,8,3
model105771.csv,14,7,6,1
model12959.csv,13,6,6,2
model114103.csv,18,7,10,3
model70067.csv,12,7,5,1
model83191.csv,13,7,5,1
model83543.csv,13,7,6,1
model109852.csv,14,6,6,1
model86940.csv,14,8,6,2
model88753.csv,12,6,4,1
model67119.csv,16,8,7,1
model64630.csv,14,7,5,1
model84358.csv,15,7,7,2
model23522.csv,14,6,7,3
model41867.csv,11,6,3,1
model19567.csv,17,7,10,5
model33586.csv,11,5,6,2
model27736.csv,11,8,4,1
model82903.csv,17,6,9,3
model6700.csv,13,6,6,3
model86810.csv,16,6,7,4
model96077.csv,14,6,6,2
model20460.csv,15,7,7,2
model21783.csv,16,7,9,4
model122592.csv,15,6,9,3
model74296.csv,14,6,6,2
model122356.csv,14,6,8,2
model73407.csv,16,6,7,3
model2106.csv,14,8,7,2
model2234.csv,13,7,6,2
model58971.csv,12,7,4,1
model94443.csv,13,7,4,1
model117133.csv,17,11,10,1
model36449.csv,16,8,9,3
model29250.csv,17,6,10,5
model74368.csv,16,6,8,3
model97589.csv,17,6,9,4
model41592.csv,15,6,7,2
model120372.csv,15,8,8,2
model98682.csv,12,7,4,1
model87235.csv,15,6,6,2
model78922.csv,14,6,6,2
model36531.csv,14,8,7,1
model99518.csv,15,6,7,3
model43119.csv,12,6,5,2
model92554.csv,17,8,8,3
model71293.csv,14,9,7,1
model92912.csv,16,6,7,4
model100190.csv,15,8,7,1
model14691.csv,14,7,6,2
model79142.csv,15,6,7,4
model121847.csv,18,10,11,1
model98093.csv,14,6,7,3
model83036.csv,17,6,9,4
model55643.csv,14,7,7,1
model82600.csv,15,9,7,1
model44239.csv,14,8,6,1
model103796.csv,14,7,6,1
model92303.csv,15,8,7,1
model34253.csv,15,7,10,4
model95426.csv,18,6,10,4
model53296.csv,14,10,6,1
model43730.csv,14,7,6,2
model77061.csv,16,7,7,2
model29981.csv,16,9,11,3
model18962.csv,13,8,6,1
model61959.csv,12,6,4,1
model76787.csv,16,6,7,2
model24717.csv,15,9,8,1
model92895.csv,16,6,7,3
model72980.csv,14,6,5,2
model121753.csv,17,7,10,4
model16024.csv,13,8,5,1
model44567.csv,15,7,8,2
model108766.csv,15,7,7,2
model106882.csv,14,6,7,2
model73785.csv,16,7,7,1
model108426.csv,16,8,8,2
model43879.csv,14,7,6,2
model117844.csv,14,6,7,2
model51706.csv,14,6,7,2
model124171.csv,13,6,7,1
model61509.csv,13,8,6,1
model51120.csv,15,6,8,3
model79050.csv,15,7,7,2
model44924.csv,12,6,5,1
model8374.csv,13,7,7,2
model41393.csv,15,6,7,2
model88372.csv,15,6,6,2
model94363.csv,18,9,9,1
model30978.csv,15,11,8,1
model115471.csv,14,6,7,1
model29648.csv,11,7,6,1
model97928.csv,17,7,9,3
model109137.csv,15,7,7,2
model103272.csv,13,6,5,2
model44410.csv,15,6,7,2
model27861.csv,12,7,6,2
model62172.csv,16,7,8,3
model92064.csv,17,8,9,2
model44353.csv,18,9,10,2
model113681.csv,14,6,6,1
model104662.csv,14,6,7,2
model46105.csv,16,7,8,3
model65680.csv,15,6,6,2
model30887.csv,12,7,6,2
model100702.csv,12,6,4,1
model60732.csv,13,6,5,3
model45999.csv,13,6,5,1
model24303.csv,13,8,5,1
model16933.csv,13,8,6,1
model49637.csv,15,6,7,3
model62879.csv,14,7,6,1
model29779.csv,16,8,10,3
model58135.csv,13,6,7,2
model30910.csv,13,6,6,2
model6152.csv,12,7,5,1
model8180.csv,14,9,8,1
model74652.csv,18,9,9,2
model69560.csv,16,7,8,3
model53247.csv,15,6,7,2
model114221.csv,17,9,9,2
model47068.csv,15,6,7,3
model23878.csv,16,6,8,2
model64203.csv,13,7,6,1
model89541.csv,15,6,6,3
model29098.csv,14,7,8,3
model92106.csv,17,7,9,2
model80151.csv,16,6,9,4
model120771.csv,17,8,10,2
model94173.csv,18,6,9,4
model120860.csv,14,6,7,2
model113535.csv,19,8,11,3
model65325.csv,16,9,7,1
model64263.csv,13,7,6,1
model21652.csv,15,7,7,3
model92089.csv,16,6,8,3
model24581.csv,15,8,7,1
model97657.csv,20,10,12,3
model8332.csv,11,7,5,1
model95162.csv,18,8,9,3
model75602.csv,13,6,4,1
model90940.csv,19,6,10,5
model51044.csv,14,6,7,2
model78266.csv,13,7,6,2
model68718.csv,14,6,5,1
model46655.csv,14,7,6,1
model94146.csv,18,6,9,4
model50078.csv,16,6,8,3
model42023.csv,13,6,5,1
model35863.csv,13,6,6,1
model46799.csv,16,10,8,1
model119868.csv,17,7,10,4
model111783.csv,14,7,6,2
model52376.csv,14,6,6,2
model49858.csv,17,10,9,1
model42978.csv,13,8,6,1
model101905.csv,14,6,7,2
model20035.csv,14,7,7,1
model40767.csv,12,6,4,1
model68446.csv,15,7,7,2
model39376.csv,12,6,5,1
model20273.csv,15,6,7,2
model123529.csv,15,6,9,3
model73059.csv,16,8,7,1
model123666.csv,17,6,11,5
model47429.csv,19,9,11,4
model14231.csv,12,7,5,1
model83104.csv,15,7,7,2
model67750.csv,15,6,6,1
model112344.csv,15,7,7,2
model105937.csv,17,6,9,4
model80771.csv,12,8,5,1
model32955.csv,15,6,8,3
model99546.csv,16,8,8,3
model54257.csv,14,7,6,1
model81912.csv,14,7,6,1
model100253.csv,13,6,5,2
model115542.csv,13,6,6,2
model27471.csv,13,7,8,2
model43797.csv,12,6,5,1
model82082.csv,14,6,6,3
model93878.csv,15,9,6,1
model86976.csv,14,7,5,2
model121244.csv,18,7,11,4
model35442.csv,10,6,3,1
model68922.csv,16,7,7,2
model89427.csv,15,7,6,2
model112256.csv,15,7,7,2
model87338.csv,17,6,8,3
model9384.csv,13,8,6,1
model68616.csv,16,8,7,2
model110281.csv,14,6,6,3
model38408.csv,14,8,6,1
model12217.csv,14,7,6,1
model70017.csv,14,7,6,2
model35081.csv,14,9,9,1
model36229.csv,15,7,8,2
model57746.csv,17,10,10,2
model116080.csv,14,6,7,2
model99481.csv,16,6,8,4
model111249.csv,13,6,5,2
model65058.csv,15,8,6,2
model83765.csv,15,8,7,1
model92386.csv,16,6,7,3
model51780.csv,16,8,9,1
model120764.csv,17,6,10,4
model55327.csv,16,10,9,1
model23180.csv,16,7,8,3
model974.csv,9,6,3,1
model24351.csv,14,8,6,1
model29222.csv,14,7,7,3
model78478.csv,15,7,7,3
model30475.csv,12,6,5,1
model113433.csv,17,7,9,4
model4532.csv,13,7,6,2
model42817.csv,12,7,4,1
model82494.csv,14,8,6,1
model82861.csv,16,6,9,5
model47654.csv,11,6,3,1
model72023.csv,14,7,5,2
model19051.csv,16,7,9,4
model117642.csv,16,8,9,2
model100807.csv,13,6,5,1
model52073.csv,13,6,6,1
model106960.csv,15,6,8,3
model43652.csv,14,7,6,2
model27660.csv,12,7,6,2
model87385.csv,16,6,7,3
model42787.csv,13,7,6,2
model54598.csv,18,7,10,4
model23695.csv,14,7,7,2
model78052.csv,13,8,6,2
model114405.csv,19,6,11,5
model91849.csv,13,6,5,2
model121552.csv,16,8,9,1
model27705.csv,16,7,9,5
model31124.csv,12,6,6,3
model73460.csv,16,6,7,3
model92761.csv,16,8,7,1
model5589.csv,14,7,7,2
model100833.csv,14,6,6,2
model14436.csv,15,8,7,1
model87181.csv,17,7,8,3
model10528.csv,13,7,6,1
model67515.csv,15,7,7,1
model89590.csv,16,7,7,4
model38787.csv,15,7,8,2
model78701.csv,13,8,6,1
model30364.csv,13,7,6,2
model33700.csv,12,8,6,1
model94047.csv,17,7,8,2
model32644.csv,15,7,8,3
model5668.csv,14,8,7,1
model106554.csv,12,6,5,1
model54576.csv,18,7,10,4
model68509.csv,16,8,7,2
model74971.csv,14,6,5,1
model90897.csv,17,7,8,2
model18908.csv,16,7,8,3
model75377.csv,17,6,8,3
model31582.csv,16,8,9,3
model3012.csv,12,7,7,2
model12643.csv,11,6,4,1
model48201.csv,17,9,9,2
model22373.csv,14,7,8,3
model114416.csv,20,6,12,7
model25332.csv,15,7,8,2
model58430.csv,13,6,7,2
model25350.csv,15,10,8,1
model75911.csv,16,6,7,3
model35817.csv,14,8,7,1
model121915.csv,16,9,9,1
model36327.csv,17,6,10,5
model89181.csv,17,9,8,1
model80478.csv,14,7,6,2
model111998.csv,17,8,9,2
model97775.csv,18,6,10,5
model96670.csv,13,6,5,2
model72172.csv,13,7,5,1
model62614.csv,14,6,6,3
model4728.csv,14,8,7,2
model71450.csv,13,6,6,1
model26384.csv,12,8,6,2
model88941.csv,17,8,8,4
model99743.csv,12,7,4,1
model53258.csv,14,7,7,3
model97897.csv,15,7,7,1
model94391.csv,13,8,4,1
model64332.csv,12,6,4,1
model105485.csv,16,7,8,2
model42835.csv,12,8,4,1
model83032.csv,18,8,10,2
model115489.csv,13,6,6,1
model16857.csv,12,7,5,2
model75925.csv,16,8,7,1
model43913.csv,15,7,8,3
model20155.csv,14,6,6,3
model82578.csv,15,6,7,3
model100997.csv,15,8,7,1
model111089.csv,14,6,6,2
model71797.csv,14,8,5,1
model84272.csv,17,6,9,4
model77897.csv,15,8,7,2
model67400.csv,16,7,8,2
model85230.csv,15,9,6,1
model108329.csv,15,8,7,1
model90509.csv,14,6,5,2
model94705.csv,17,8,8,2
model85270.csv,16,7,7,3
model68631.csv,16,7,7,2
model36404.csv,17,6,10,4
model81836.csv,17,6,9,3
model18112.csv,14,9,6,1
model33599.csv,12,7,7,1
model52727.csv,17,7,9,3
model112723.csv,12,6,4,1
model110777.csv,16,7,8,1
model58392.csv,12,7,6,1
model99493.csv,15,6,7,3
model114628.csv,14,8,7,1
model116470.csv,16,7,9,3
model5017.csv,15,7,8,3
model115030.csv,16,8,9,2
model33802.csv,14,8,8,3
model25812.csv,14,8,8,2
model105945.csv,16,9,8,2
model114939.csv,17,7,10,3
model82122.csv,18,7,10,4
model93663.csv,15,7,6,1
model119284.csv,17,8,10,2
model28206.csv,13,7,6,1
model68988.csv,19,9,10,2
model99228.csv,15,7,7,2
model101778.csv,11,7,4,1
model94628.csv,15,6,6,2
model10585.csv,12,7,6,1
model24791.csv,10,7,4,1
model100139.csv,12,6,5,2
model16665.csv,16,8,8,2
model59527.csv,12,7,4,1
model15608.csv,13,9,6,1
model36108.csv,12,6,5,1
model79401.csv,12,8,6,1
model50804.csv,15,7,8,2
model21411.csv,14,6,6,3
model114457.csv,17,7,9,4
model32507.csv,14,8,7,1
model112369.csv,16,8,8,2
model52518.csv,13,7,5,1
model80961.csv,15,7,8,2
model74456.csv,13,6,4,2
model22111.csv,10,6,4,1
model76036.csv,15,6,6,2
model83935.csv,15,8,7,1
model81625.csv,16,6,8,3
model58107.csv,14,7,8,2
model80064.csv,14,6,6,2
model41306.csv,13,6,5,2
model36410.csv,15,6,8,2
model6975.csv,14,8,7,2
model49459.csv,14,7,6,1
model14829.csv,14,6,6,2
model112023.csv,16,6,8,3
model87248.csv,14,8,5,2
