model,critical_length,minimal_number_of_queries,number_of_non_explainable,all_explainable_minimal_number_of_queries
model122403.csv,14,6,20,26
model120927.csv,19,9,17,26
model90989.csv,19,11,12,23
model73558.csv,14,8,6,14
model66059.csv,13,6,4,10
model110701.csv,16,7,14,21
model14120.csv,13,7,14,21
model95117.csv,20,10,14,24
model76373.csv,15,8,12,20
model23438.csv,17,7,20,27
model10096.csv,11,7,15,22
model101113.csv,12,7,16,23
model41682.csv,16,7,17,24
model75118.csv,16,7,17,24
model114695.csv,18,7,18,25
model16198.csv,12,6,6,12
model112995.csv,16,7,14,21
model30049.csv,15,6,20,26
model78915.csv,14,7,13,20
model10156.csv,13,9,14,23
model50428.csv,11,7,10,17
model16833.csv,9,6,21,27
model8465.csv,11,6,19,25
model53142.csv,16,9,16,25
model40835.csv,14,7,13,20
model1182.csv,11,8,11,19
model94922.csv,16,7,19,26
model50964.csv,12,6,22,28
model16554.csv,13,6,20,26
model62048.csv,12,7,12,19
model65494.csv,12,6,10,16
model120103.csv,20,6,20,26
model20489.csv,15,11,13,24
model61197.csv,15,7,14,21
model59722.csv,13,7,11,18
model61047.csv,14,8,11,19
model114419.csv,20,6,20,26
model19751.csv,10,7,19,26
model41478.csv,14,7,16,23
model15.csv,8,6,2,8
model30527.csv,12,9,4,13
model35560.csv,13,6,19,25
model71682.csv,12,6,10,16
model104139.csv,10,8,2,10
model106238.csv,13,7,7,14
model68405.csv,13,7,4,11
model2057.csv,12,6,14,20
model10756.csv,10,6,10,16
model19110.csv,15,10,12,22
model88193.csv,14,6,15,21
model46118.csv,13,8,19,27
model14470.csv,12,10,5,15
model19255.csv,14,6,15,21
model48734.csv,14,7,17,24
model107867.csv,14,6,17,23
model106993.csv,15,6,18,24
model124093.csv,12,6,21,27
model86206.csv,12,6,3,9
model38367.csv,14,7,12,19
model54219.csv,14,7,19,26
model50721.csv,13,7,21,28
model31271.csv,16,8,19,27
model84888.csv,13,7,10,17
model7969.csv,11,7,16,23
model59711.csv,13,7,11,18
model53063.csv,16,6,18,24
model66231.csv,14,8,10,18
model105505.csv,16,8,13,21
model58611.csv,11,8,10,18
model50019.csv,16,6,21,27
model18968.csv,12,7,4,11
model26790.csv,12,7,14,21
model68087.csv,15,6,14,20
model113528.csv,18,6,19,25
model100920.csv,14,6,16,22
model71371.csv,15,6,14,20
model117367.csv,13,7,15,22
model65048.csv,14,8,9,17
model64112.csv,13,6,15,21
model109341.csv,13,7,16,23
model6862.csv,13,8,14,22
model116429.csv,17,7,16,23
model85031.csv,12,7,10,17
model121881.csv,19,10,16,26
model61694.csv,14,6,14,20
model41677.csv,16,6,18,24
model52806.csv,16,6,17,23
model31258.csv,16,6,19,25
model100471.csv,17,10,11,21
model46629.csv,17,9,10,19
model120562.csv,17,9,18,27
model42098.csv,12,6,17,23
model84194.csv,16,7,18,25
model102841.csv,15,8,11,19
model80904.csv,11,6,21,27
model8914.csv,11,6,16,22
model64747.csv,14,7,10,17
model118969.csv,16,10,17,27
model96871.csv,16,6,17,23
model123448.csv,18,9,17,26
model43815.csv,16,8,10,18
model43996.csv,13,6,8,14
model27491.csv,11,6,20,26
model28241.csv,15,9,17,26
model8034.csv,13,7,21,28
model106891.csv,12,6,19,25
model120337.csv,17,10,17,27
model14798.csv,12,8,20,28
model65876.csv,12,7,9,16
model43558.csv,11,8,8,16
model32898.csv,15,8,20,28
model39936.csv,14,6,15,21
model115875.csv,15,7,11,18
model72532.csv,14,7,14,21
model102195.csv,14,8,10,18
model110978.csv,15,7,7,14
model95999.csv,13,8,16,24
model75982.csv,15,6,14,20
model65037.csv,13,8,2,10
model74929.csv,18,7,15,22
model94256.csv,18,6,16,22
model105806.csv,14,6,15,21
model116750.csv,14,6,19,25
model75856.csv,17,9,11,20
model89995.csv,14,9,13,22
model42266.csv,12,7,17,24
model2863.csv,12,7,15,22
model13901.csv,13,6,19,25
model95868.csv,13,6,8,14
model114729.csv,16,6,20,26
model4813.csv,11,7,15,22
model86534.csv,13,6,5,11
model85900.csv,14,7,13,20
model100109.csv,13,6,13,19
model117566.csv,13,8,2,10
model121931.csv,17,9,18,27
model5790.csv,11,8,20,28
model46903.csv,13,7,17,24
model117141.csv,16,6,12,18
model6936.csv,15,7,14,21
model87748.csv,13,6,14,20
model20260.csv,16,9,14,23
model107495.csv,13,6,15,21
model93775.csv,16,6,17,23
model11946.csv,12,6,14,20
model107774.csv,17,7,13,20
model48159.csv,17,10,17,27
model23278.csv,14,6,13,19
model105566.csv,17,7,14,21
model74067.csv,15,6,17,23
model22009.csv,13,6,14,20
model8769.csv,13,8,19,27
model60749.csv,13,7,14,21
model50961.csv,13,7,21,28
model3604.csv,11,8,16,24
model32300.csv,13,10,13,23
model112219.csv,15,8,10,18
model45457.csv,13,6,7,13
model45160.csv,11,6,20,26
model22762.csv,14,8,13,21
model33869.csv,15,7,21,28
model60458.csv,11,7,13,20
model74510.csv,14,6,14,20
model111999.csv,17,6,14,20
model19458.csv,15,7,13,20
model63552.csv,16,8,13,21
model117953.csv,12,7,8,15
model76826.csv,18,12,11,23
model48774.csv,12,6,10,16
model56331.csv,16,6,18,24
model71618.csv,12,8,8,16
model70393.csv,13,6,17,23
model5336.csv,11,7,17,24
model28459.csv,14,10,15,25
model124101.csv,13,6,21,27
model6555.csv,13,6,15,21
model121638.csv,17,7,19,26
model13419.csv,11,8,2,10
model70294.csv,15,6,13,19
model26106.csv,13,9,11,20
model6848.csv,10,7,14,21
model7021.csv,15,8,18,26
model97437.csv,12,7,21,28
model73346.csv,16,8,13,21
model79193.csv,15,8,15,23
model86702.csv,14,8,14,22
model115180.csv,14,6,21,27
model23761.csv,14,7,15,22
model53360.csv,17,8,16,24
model19293.csv,15,7,16,23
model46835.csv,15,8,15,23
model50629.csv,13,8,14,22
model65335.csv,16,8,7,15
model38909.csv,16,7,11,18
model56686.csv,12,7,18,25
model94498.csv,14,6,7,13
model67852.csv,17,8,12,20
model70907.csv,15,7,14,21
model70955.csv,15,6,14,20
model64877.csv,14,6,9,15
model82342.csv,16,7,15,22
model81764.csv,15,8,17,25
model118420.csv,13,6,18,24
model78616.csv,13,7,9,16
model59152.csv,13,7,11,18
model16194.csv,12,7,4,11
model30835.csv,12,6,19,25
model17859.csv,13,7,9,16
model108557.csv,14,8,9,17
model75848.csv,16,6,13,19
model11253.csv,14,7,11,18
model83848.csv,17,7,17,24
model5992.csv,12,6,14,20
model89688.csv,13,6,13,19
model84695.csv,16,7,17,24
model45120.csv,13,7,18,25
model51378.csv,16,9,18,27
model92204.csv,15,7,17,24
model64978.csv,13,9,8,17
model115094.csv,17,7,20,27
model41294.csv,10,6,4,10
model34946.csv,13,9,20,29
model62663.csv,15,8,14,22
model4212.csv,10,6,19,25
model24733.csv,12,7,15,22
model96771.csv,16,8,14,22
model51994.csv,16,8,17,25
model677.csv,12,9,9,18
model102735.csv,12,6,4,10
model50418.csv,13,7,9,16
model49068.csv,17,6,21,27
model83742.csv,16,7,17,24
model37758.csv,13,7,19,26
model17747.csv,12,8,13,21
model7968.csv,12,7,16,23
model38018.csv,13,6,9,15
model102601.csv,13,8,10,18
model54917.csv,13,6,12,18
model40868.csv,16,7,12,19
model69092.csv,16,8,12,20
model110775.csv,17,10,11,21
model23283.csv,16,6,15,21
model89625.csv,19,7,10,17
model86467.csv,17,7,13,20
model40970.csv,16,6,17,23
model68102.csv,13,8,1,9
model54989.csv,15,7,16,23
model115826.csv,13,8,6,14
model47795.csv,15,11,12,23
model117798.csv,16,10,13,23
model102536.csv,11,6,5,11
model33346.csv,12,8,19,27
model72981.csv,14,7,12,19
model106401.csv,14,6,16,22
model97744.csv,16,7,19,26
model94220.csv,18,7,17,24
model106063.csv,14,7,16,23
model110223.csv,14,8,6,14
model85645.csv,16,7,11,18
model3502.csv,11,7,16,23
model121981.csv,18,9,18,27
model21256.csv,14,6,15,21
model122433.csv,17,8,18,26
model51231.csv,14,8,21,29
model20131.csv,14,8,14,22
model103744.csv,13,7,12,19
model9502.csv,14,8,18,26
model71020.csv,17,7,13,20
model24228.csv,17,11,14,25
model7511.csv,12,7,15,22
model63004.csv,15,8,11,19
model26833.csv,13,7,15,22
model32522.csv,14,8,20,28
model92157.csv,17,7,17,24
model23396.csv,15,6,21,27
model88219.csv,16,7,14,21
model68614.csv,15,7,14,21
model12395.csv,14,9,14,23
model104761.csv,12,6,11,17
model100250.csv,14,7,4,11
model45884.csv,15,7,13,20
model30356.csv,14,7,7,14
model30221.csv,12,6,20,26
model19731.csv,12,7,16,23
model83283.csv,12,6,14,20
model69619.csv,14,7,13,20
model36564.csv,12,8,7,15
model13418.csv,12,10,1,11
model82678.csv,13,6,15,21
model61954.csv,12,7,14,21
model55077.csv,15,8,15,23
model13550.csv,15,7,15,22
model74825.csv,15,7,15,22
model44106.csv,15,8,12,20
model88453.csv,15,8,15,23
model13999.csv,14,7,14,21
model32611.csv,17,8,19,27
model53334.csv,17,6,17,23
model88378.csv,14,7,15,22
model54288.csv,14,7,21,28
model81336.csv,12,6,14,20
model120411.csv,15,7,20,27
model63929.csv,15,7,14,21
model13701.csv,13,6,21,27
model105081.csv,16,8,14,22
model113716.csv,20,7,17,24
model40573.csv,11,7,3,10
model116709.csv,14,7,17,24
model23759.csv,14,7,16,23
model1139.csv,10,6,14,20
model116266.csv,16,9,7,16
model54298.csv,16,8,20,28
model51484.csv,12,7,21,28
model1113.csv,11,7,14,21
model11353.csv,12,8,12,20
model15370.csv,13,8,13,21
model87326.csv,19,6,16,22
model15801.csv,11,8,5,13
model29173.csv,13,7,20,27
model59818.csv,12,7,11,18
model12627.csv,9,7,3,10
model45159.csv,11,7,19,26
model89764.csv,15,7,9,16
model122130.csv,16,7,19,26
model84135.csv,13,6,21,27
model14424.csv,14,6,18,24
model52445.csv,14,6,12,18
model74607.csv,16,6,15,21
model93903.csv,17,7,12,19
model970.csv,7,6,0,6
model62085.csv,16,6,13,19
model21084.csv,14,7,16,23
model100759.csv,14,7,9,16
model73210.csv,16,10,9,19
model30667.csv,16,12,16,28
model21717.csv,17,8,19,27
model47343.csv,17,6,17,23
model4632.csv,10,7,13,20
model59293.csv,13,7,10,17
model33838.csv,12,7,22,29
model29269.csv,15,9,19,28
model36524.csv,12,7,18,25
model46587.csv,14,6,7,13
model90480.csv,13,7,15,22
model21120.csv,15,9,14,23
model62610.csv,14,6,14,20
model37174.csv,17,8,18,26
model93341.csv,17,9,14,23
model96019.csv,14,7,16,23
model78831.csv,15,7,14,21
model113404.csv,14,6,19,25
model115802.csv,13,7,7,14
model119631.csv,16,7,20,27
model25550.csv,11,6,11,17
model51714.csv,15,7,19,26
model25659.csv,13,7,11,18
model10152.csv,13,8,14,22
model54973.csv,14,7,17,24
model29787.csv,14,7,19,26
model59492.csv,13,8,11,19
model109807.csv,18,7,17,24
model92707.csv,13,7,2,9
model65524.csv,13,9,1,10
model66751.csv,14,6,12,18
model97872.csv,18,11,15,26
model120150.csv,18,7,21,28
model120982.csv,19,9,17,26
model74962.csv,12,7,2,9
model114085.csv,17,8,19,27
model119571.csv,16,6,20,26
model50507.csv,12,6,9,15
model51764.csv,15,6,19,25
model91750.csv,12,6,9,15
model91638.csv,17,6,16,22
model89168.csv,14,7,12,19
model4580.csv,13,7,16,23
model79126.csv,15,7,11,18
model115713.csv,16,7,11,18
model87195.csv,14,8,15,23
model44678.csv,13,8,6,14
model6579.csv,13,7,15,22
model95556.csv,18,6,18,24
model14892.csv,12,9,18,27
model58736.csv,13,7,9,16
model50709.csv,12,6,19,25
model71453.csv,13,6,15,21
model33822.csv,14,7,21,28
model114883.csv,15,8,19,27
model95126.csv,19,7,17,24
model67723.csv,15,8,13,21
model88151.csv,15,6,15,21
model56848.csv,13,6,17,23
model117740.csv,16,8,13,21
model10662.csv,11,7,15,22
model15122.csv,13,6,18,24
model42668.csv,14,8,8,16
model19654.csv,11,6,6,12
model30066.csv,14,8,19,27
model25104.csv,13,7,11,18
model46993.csv,14,7,13,20
model16268.csv,14,8,16,24
model119804.csv,12,7,21,28
model20533.csv,17,7,14,21
model32851.csv,14,6,23,29
model46141.csv,14,8,19,27
model6649.csv,14,7,18,25
model9671.csv,13,8,13,21
model28580.csv,12,9,13,22
model67886.csv,16,10,11,21
model70056.csv,12,9,1,10
model12578.csv,14,6,17,23
model57921.csv,15,7,20,27
model71568.csv,11,8,2,10
model5628.csv,13,7,14,21
model91911.csv,15,7,17,24
model69981.csv,15,7,13,20
model66901.csv,13,7,3,10
model17021.csv,10,8,2,10
model65518.csv,12,7,2,9
model12747.csv,9,7,21,28
model2444.csv,11,7,16,23
model53036.csv,13,7,17,24
model76016.csv,14,6,16,22
model37442.csv,16,9,19,28
model46491.csv,14,6,14,20
model70603.csv,14,6,15,21
model29842.csv,14,7,18,25
model108205.csv,12,8,3,11
model68905.csv,15,8,14,22
model37586.csv,15,9,20,29
model27940.csv,13,8,7,15
model63413.csv,16,10,9,19
model1428.csv,12,7,13,20
model25954.csv,10,5,14,19
model5950.csv,14,10,12,22
model58783.csv,11,9,11,20
model102087.csv,14,7,10,17
model46502.csv,17,7,15,22
model59354.csv,13,7,11,18
model18479.csv,14,10,11,21
model106921.csv,15,6,18,24
model97375.csv,13,7,19,26
model85362.csv,13,7,5,12
model105508.csv,15,6,15,21
model101291.csv,11,7,13,20
model90416.csv,13,6,7,13
model58053.csv,15,8,17,25
model57727.csv,17,7,19,26
model112177.csv,14,10,1,11
model65548.csv,14,7,11,18
model5308.csv,14,10,15,25
model107945.csv,18,10,12,22
model24283.csv,13,8,17,25
model17275.csv,13,6,14,20
model96371.csv,16,7,17,24
model27636.csv,15,6,16,22
model401.csv,12,9,8,17
model43895.csv,14,7,11,18
model99166.csv,16,9,9,18
model29199.csv,17,12,15,27
model105314.csv,12,6,8,14
model82071.csv,16,8,15,23
model72387.csv,14,8,10,18
model120105.csv,19,6,20,26
model36757.csv,12,7,19,26
model39398.csv,12,8,13,21
model111835.csv,14,6,6,12
model12765.csv,11,8,4,12
model54438.csv,13,8,21,29
model106014.csv,14,7,16,23
model38732.csv,16,9,9,18
model100038.csv,16,9,10,19
model21493.csv,14,8,19,27
model24997.csv,10,7,3,10
model114573.csv,15,8,18,26
model42080.csv,12,6,18,24
model67803.csv,15,11,2,13
model111895.csv,16,6,12,18
model38545.csv,15,8,8,16
model80462.csv,13,6,19,25
model43616.csv,15,7,9,16
model111516.csv,17,9,11,20
model64781.csv,13,7,11,18
model111474.csv,14,6,13,19
model31424.csv,13,7,20,27
model83739.csv,17,7,17,24
model32573.csv,16,7,21,28
model45465.csv,14,6,13,19
model71630.csv,14,8,7,15
model55712.csv,14,6,14,20
model25692.csv,13,8,10,18
model65157.csv,13,7,9,16
model76943.csv,17,7,14,21
model22793.csv,14,7,19,26
model89129.csv,15,10,9,19
model10462.csv,13,7,19,26
model84026.csv,16,7,20,27
model71592.csv,11,7,3,10
model76788.csv,14,7,16,23
model22512.csv,13,10,19,29
model122458.csv,16,7,19,26
model32033.csv,11,7,17,24
model35023.csv,11,7,23,30
model56042.csv,14,8,5,13
model31384.csv,16,6,20,26
model63815.csv,15,8,15,23
model22563.csv,14,9,17,26
model14864.csv,16,6,19,25
model40497.csv,14,7,16,23
model28304.csv,13,8,19,27
model63373.csv,14,6,15,21
model114461.csv,16,6,21,27
model19712.csv,11,6,16,22
model41086.csv,17,7,17,24
model27042.csv,13,9,13,22
model17895.csv,13,6,13,19
model79019.csv,13,7,16,23
model38129.csv,14,7,8,15
model46768.csv,17,9,12,21
model44165.csv,16,7,14,21
model22740.csv,13,9,5,14
model73970.csv,15,9,13,22
model49602.csv,15,6,17,23
model122777.csv,16,7,20,27
model116686.csv,15,9,15,24
model105146.csv,15,6,15,21
model74020.csv,17,7,16,23
model72469.csv,12,7,11,18
model102273.csv,11,7,4,11
model72768.csv,13,10,2,12
model10262.csv,12,7,20,27
model114677.csv,18,9,16,25
model64873.csv,14,8,8,16
model26003.csv,11,7,11,18
model100692.csv,14,6,10,16
model107121.csv,18,10,14,24
model40715.csv,15,6,13,19
model81330.csv,15,8,12,20
model109050.csv,16,8,15,23
model5932.csv,13,8,13,21
model50614.csv,12,8,9,17
model6830.csv,11,8,5,13
model107659.csv,15,7,14,21
model4896.csv,12,9,13,22
model22889.csv,17,8,15,23
model81252.csv,13,7,18,25
model2944.csv,11,6,13,19
model65171.csv,11,9,0,9
model113403.csv,14,7,18,25
model5590.csv,13,6,15,21
model82781.csv,16,7,16,23
model1775.csv,12,8,12,20
model58938.csv,13,8,10,18
model24658.csv,15,8,14,22
model99973.csv,15,7,12,19
model123737.csv,14,7,20,27
model32114.csv,12,6,19,25
model95729.csv,16,7,18,25
model48341.csv,15,8,19,27
model60727.csv,14,7,14,21
model82321.csv,15,6,17,23
model27097.csv,13,8,14,22
model38302.csv,13,7,8,15
model80212.csv,16,7,15,22
model64253.csv,13,7,13,20
model85682.csv,16,12,8,20
model104864.csv,12,6,10,16
model26573.csv,13,7,16,23
model121534.csv,19,8,18,26
model62071.csv,14,10,2,12
model68680.csv,15,8,15,23
model123587.csv,18,10,16,26
model70146.csv,12,7,2,9
model106956.csv,17,8,15,23
model118055.csv,13,6,8,14
model76997.csv,19,9,13,22
model113153.csv,14,7,19,26
model14857.csv,13,8,18,26
model104026.csv,16,8,11,19
model110872.csv,17,8,12,20
model99490.csv,14,8,13,21
model89197.csv,11,7,2,9
model90430.csv,16,9,4,13
model5331.csv,11,8,17,25
model82028.csv,16,7,17,24
model34579.csv,14,10,20,30
model29615.csv,11,6,19,25
model106387.csv,15,6,16,22
model40624.csv,15,7,12,19
model57380.csv,13,7,20,27
model67661.csv,14,8,13,21
model71261.csv,15,6,14,20
model95531.csv,19,9,16,25
model89972.csv,17,8,13,21
model45571.csv,13,7,16,23
model112166.csv,15,7,10,17
model8025.csv,11,6,22,28
model104298.csv,12,6,15,21
model40253.csv,13,8,19,27
model31907.csv,13,8,17,25
model3892.csv,12,8,14,22
model37251.csv,16,9,17,26
model122495.csv,17,8,18,26
model117835.csv,14,7,16,23
model102944.csv,14,8,10,18
model64833.csv,15,7,9,16
model88376.csv,15,6,16,22
model61550.csv,12,8,15,23
model85005.csv,14,7,6,13
model19974.csv,15,8,15,23
model37305.csv,14,7,19,26
model84088.csv,14,9,18,27
model23607.csv,15,9,16,25
model115232.csv,17,8,17,25
model38621.csv,12,7,3,10
model123322.csv,15,7,20,27
model98513.csv,12,6,5,11
model25167.csv,11,6,13,19
model111478.csv,14,6,12,18
model40696.csv,16,7,14,21
model6316.csv,16,6,15,21
model42290.csv,14,7,14,21
model116336.csv,14,6,13,19
model27297.csv,13,8,15,23
model19150.csv,15,8,16,24
model122352.csv,16,9,18,27
model11419.csv,10,7,12,19
model68667.csv,16,7,15,22
model118078.csv,13,7,7,14
model317.csv,8,7,0,7
model101600.csv,13,8,15,23
model118705.csv,15,7,18,25
model68132.csv,15,8,13,21
model68167.csv,16,8,12,20
model100540.csv,16,6,13,19
model39949.csv,14,6,6,12
model93900.csv,16,7,8,15
model17098.csv,12,7,15,22
model63371.csv,15,7,14,21
model12494.csv,13,8,11,19
model85447.csv,13,7,12,19
model1002.csv,11,8,9,17
model73319.csv,14,6,12,18
model94840.csv,16,7,19,26
model16314.csv,12,7,21,28
model50324.csv,12,6,19,25
model91127.csv,15,6,12,18
model113320.csv,15,7,19,26
model84433.csv,14,7,19,26
model90125.csv,16,6,12,18
model107333.csv,15,7,10,17
model26477.csv,14,6,15,21
model54122.csv,17,6,18,24
model4024.csv,11,7,16,23
model15803.csv,12,7,5,12
model33338.csv,11,7,20,27
model77638.csv,18,7,14,21
model84106.csv,13,7,19,26
model60922.csv,15,8,11,19
model79141.csv,16,7,13,20
model85049.csv,16,7,10,17
model36090.csv,13,7,7,14
model94572.csv,14,6,9,15
model116316.csv,13,6,15,21
model99165.csv,16,7,11,18
model93487.csv,18,8,13,21
model33521.csv,13,6,22,28
model98428.csv,13,6,20,26
model55991.csv,15,7,17,24
model21986.csv,12,6,7,13
model11907.csv,11,8,5,13
model29408.csv,10,5,19,24
model89437.csv,11,7,2,9
model66392.csv,13,7,12,19
model29675.csv,13,7,13,20
model18324.csv,14,6,10,16
model22495.csv,14,9,20,29
model119022.csv,16,7,18,25
model46503.csv,16,6,16,22
model121867.csv,18,7,19,26
model1563.csv,11,7,10,17
model89421.csv,17,6,10,16
model103742.csv,13,6,12,18
model17506.csv,14,9,13,22
model57055.csv,13,7,19,26
model110975.csv,15,6,8,14
model100421.csv,16,8,13,21
model101339.csv,13,8,14,22
model28212.csv,13,7,17,24
model53427.csv,16,8,16,24
model86128.csv,13,8,5,13
model73438.csv,16,7,13,20
model67787.csv,15,8,10,18
model6671.csv,13,8,17,25
model34923.csv,13,8,21,29
model117766.csv,16,7,14,21
model117550.csv,15,7,12,19
model112728.csv,13,6,7,13
model82401.csv,15,6,17,23
model18153.csv,12,8,3,11
model116600.csv,13,8,17,25
model49514.csv,13,6,15,21
model111278.csv,16,8,16,24
model69162.csv,13,7,15,22
model123375.csv,15,7,19,26
model9565.csv,12,10,4,14
model109775.csv,20,9,14,23
model11914.csv,12,9,5,14
model21272.csv,15,7,15,22
model62714.csv,15,7,16,23
model36424.csv,16,7,19,26
model51476.csv,14,9,19,28
model41776.csv,15,8,17,25
model88338.csv,13,6,16,22
model55871.csv,16,7,16,23
model78442.csv,13,7,10,17
model43371.csv,10,6,3,9
model97538.csv,17,9,17,26
model6595.csv,12,7,16,23
model89064.csv,13,8,7,15
model8011.csv,11,7,18,25
model27980.csv,15,8,14,22
model50030.csv,16,9,19,28
model37096.csv,15,8,19,27
model30608.csv,15,7,19,26
model104924.csv,16,6,15,21
model117503.csv,16,8,6,14
model4524.csv,14,6,14,20
model111824.csv,13,7,3,10
model99758.csv,11,7,1,8
model96004.csv,15,8,15,23
model26473.csv,13,7,15,22
model44525.csv,14,6,12,18
model95033.csv,18,7,18,25
model121751.csv,17,10,17,27
model43806.csv,13,8,12,20
model61326.csv,14,7,13,20
model114479.csv,17,6,20,26
model93142.csv,15,6,16,22
model79571.csv,15,7,5,12
model17691.csv,12,8,13,21
model53111.csv,16,6,19,25
model62868.csv,13,6,15,21
model48015.csv,15,7,13,20
model16009.csv,13,7,17,24
model39090.csv,16,7,12,19
model225.csv,9,6,13,19
model39428.csv,11,9,5,14
model43467.csv,14,6,13,19
model59770.csv,13,6,11,17
model8060.csv,10,5,22,27
model15601.csv,11,7,21,28
model29972.csv,15,7,18,25
model87634.csv,14,9,12,21
model6428.csv,11,6,17,23
model24061.csv,12,7,13,20
model6248.csv,13,8,13,21
model69608.csv,14,8,11,19
model37658.csv,12,6,21,27
model30662.csv,16,8,18,26
model55323.csv,15,7,17,24
model99794.csv,13,8,2,10
model121478.csv,20,6,20,26
model122334.csv,15,6,20,26
model79557.csv,14,7,4,11
model83878.csv,16,6,18,24
model15085.csv,11,7,6,13
model27327.csv,11,6,15,21
model62893.csv,14,7,14,21
model32474.csv,15,6,21,27
model81425.csv,15,8,13,21
model31839.csv,14,8,18,26
model79722.csv,15,6,16,22
model54147.csv,15,8,18,26
model9710.csv,13,8,14,22
model43103.csv,11,8,4,12
model56571.csv,11,6,18,24
model82877.csv,18,6,17,23
model24461.csv,15,7,17,24
model39264.csv,11,7,2,9
model53282.csv,14,8,6,14
model107855.csv,13,6,15,21
model45915.csv,11,7,3,10
model74279.csv,14,6,17,23
model33728.csv,14,8,20,28
model13969.csv,10,7,19,26
model9995.csv,13,6,20,26
model56453.csv,13,7,17,24
model123101.csv,16,8,18,26
model106169.csv,14,7,7,14
model48136.csv,17,8,18,26
model13859.csv,14,6,15,21
model86368.csv,17,7,13,20
model69727.csv,14,6,13,19
model98553.csv,14,6,11,17
model8864.csv,10,6,17,23
model38028.csv,14,7,7,14
model68240.csv,15,6,13,19
model76966.csv,16,6,16,22
model90001.csv,14,7,13,20
model88071.csv,15,7,12,19
model71580.csv,11,6,3,9
model39434.csv,12,7,6,13
model65800.csv,16,10,6,16
model62560.csv,11,6,13,19
model74740.csv,14,7,4,11
model24909.csv,12,6,11,17
